repo,dependencyFile,url,http://org.softlang.com/Folder,http://org.softlang.com/File,http://org.softlang.com/groupId,http://org.softlang.com/artifactId,http://org.softlang.com/relativePath,http://org.softlang.com/Pom,http://org.softlang.com/MavenDependency,http://org.softlang.com/Property,http://org.softlang.com/ParentBlock,http://org.softlang.com/ParentPom,http://org.softlang.com/resolvable,http://org.softlang.com/Module
kevin-wayne/algs4,https://github.com/kevin-wayne/algs4,https://github.com/kevin-wayne/algs4/blob/880a5567464fa9312592d2ea815ea9146692d28f/pom.xml,8,204,1,1,NaN,1,NaN,NaN,1,NaN,4,2
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java/blob/964a66fc1c57042a37301ec426ffef266bfc0f56/pom.xml,21,42,1,1,NaN,1,NaN,NaN,1,NaN,4,2
Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere,https://github.com/Atmosphere/atmosphere/blob/9ac1f9f373ed2c59e179f1623e316599814a4eff/modules/shiro/pom.xml,76,375,19,19,4,8,11,NaN,8,1,58,5
TommyLemon/APIJSON,https://github.com/TommyLemon/APIJSON,https://github.com/TommyLemon/APIJSON/blob/ca2f23088e437d1ac0d4421550ee9d143c218710/APIJSON-Java-Server/APIJSONDemo/pom.xml,232,685,14,14,2,3,12,9,2,NaN,45,NaN
bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview/blob/c3cfccee21676149dfdf8e803c0ec2eaebc6b841/demo/pom.xml,27,88,8,8,2,3,5,NaN,3,1,21,2
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,https://github.com/mrniko/netty-socketio/blob/0dea55bdc76fa8ad68630b89e7631127a6f9a168/pom.xml,26,119,16,16,NaN,1,16,2,NaN,NaN,50,NaN
yasserg/crawler4j,https://github.com/yasserg/crawler4j,https://github.com/yasserg/crawler4j/blob/7f21f9134057b90672cc2c3bd9101b374dce2a97/crawler4j-examples/crawler4j-examples-base/pom.xml,77,100,37,37,3,4,34,16,3,1,127,NaN
rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials/blob/949d94ba475bc98736313632ac954461f2b05e36/java-mvn/pom.xml,170,545,7,7,1,4,6,9,1,NaN,28,NaN
stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,https://github.com/stephanenicolas/robospice/blob/8bffde88b3534a961a13cab72a8f07a755f0a0fe/extensions/robospice-google-http-client-parent/pom.xml,365,439,166,166,7,28,139,17,27,9,428,18
spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth,https://github.com/spring-projects/spring-security-oauth/blob/98e6027861622cb6dd7020f2e7a9433ad9479c54/spring-security-jwt/pom.xml,536,1009,274,274,6,35,241,30,33,3,712,32
SonarSource/sonarqube,https://github.com/SonarSource/sonarqube,https://github.com/SonarSource/sonarqube/blob/2b0f05f4442cb3e3b9c798adf9d93f64e19a6b01/sonar-core/src/test/projects/pom.xml,2756,10846,19,19,NaN,19,19,NaN,NaN,NaN,70,13
zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui/blob/2bd56a88f1e7fd7bd6339413cd09038fa0bae8ed/pom.xml,29,53,9,9,NaN,1,9,3,NaN,NaN,30,NaN
keycloak/keycloak,https://github.com/keycloak/keycloak,https://github.com/keycloak/keycloak/blob/b478472b3578b8980d7b5f1642e91e75d1e78d16/testsuite/integration-arquillian/test-apps/spring-boot-2-adapter/pom.xml,4277,10443,2489,2489,158,325,2164,876,325,54,7002,323
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
yahoo/anthelion,https://github.com/yahoo/anthelion,https://github.com/yahoo/anthelion/blob/617dd4485b49e15661ec3d8c291b6a3066b55e28/anthelion/pom.xml,745,1597,6,6,NaN,1,6,NaN,NaN,NaN,18,NaN
gephi/gephi,https://github.com/gephi/gephi,https://github.com/gephi/gephi/blob/c1d40ce28b482a42e08177f2f6f998da59967cf4/modules/AppearancePluginUI/pom.xml,1390,3243,878,878,73,74,805,83,73,1,2119,73
alibaba/Sentinel,https://github.com/alibaba/Sentinel,https://github.com/alibaba/Sentinel/blob/9e268680860567adb397484dff576737da837ee1/sentinel-adapter/pom.xml,466,514,152,152,NaN,31,122,48,30,5,451,30
mybatis/generator,https://github.com/mybatis/generator,https://github.com/mybatis/generator/blob/b8fd532c2934fe09331c3a4d9daab8a5b25f19aa/eclipse/org.mybatis.generator.core/pom.xml,291,770,68,74,9,16,59,25,15,2,215,14
