http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,http://org.softlang.com/Xtext,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count,exception_in_process,http://org.softlang.com/Emfatic,http://org.softlang.com/QVTo,http://org.softlang.com/Acceleo,http://org.softlang.com/Sirius,http://org.softlang.com/GMF,http://org.softlang.com/Xpand,http://org.softlang.com/JET,http://org.softlang.com/ATL,http://org.softlang.com/IncQuery,http://org.softlang.com/OCL,http://org.softlang.com/EOL,http://org.softlang.com/Xcore,http://org.softlang.com/Eugenia,http://org.softlang.com/EVL,http://org.softlang.com/EGL
1.0,2.0,2010-09-23T16:45:21Z,1.0,,107.0,0,sreiterer/mylyn-reviews-scm-integration,0.0,1.0,,1.0,0.0,,0.0,1.0,done,313.0,4.0,8.0,0.0,1.0,1.0,1.0,437426f1c964be81ab59149740d5b3f21bec2855,,5.0,0.0,1.0,248.0,429.0,1.0,master,1.0,1.0,2010-09-23T16:42:50Z,420.0,2010-09-23T07:34:56Z,1.0,12.0,1.0,2014-02-25T03:08:01Z,1.0,8.0,3.0,True,20.0,11.0,1.0,29.0,85.0,129.0,,703.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
,2.0,2012-02-11T20:24:08Z,1.0,,11.0,VHDL,msis/metaCompo,0.0,0.0,1.0,,0.0,,0.0,,done,25.0,,7.0,0.0,1.0,,1.0,e659ccac02f28ac8e6bb21728051cb51b2dddabf,,,0.0,,96.0,43.0,1.0,master,,1.0,2012-02-11T20:22:31Z,36.0,2012-02-11T19:47:41Z,,7.0,,2013-10-05T22:27:55Z,,7.0,1.0,True,13.0,8.0,1.0,1.0,,24.0,,625.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2018-02-05T15:00:59Z,5.0,,98.0,Java,kametarou/Software-Engineering,0.0,1.0,1.0,4.0,0.0,,0.0,4.0,done,318.0,22.0,28.0,0.0,5.0,1.0,1.0,16a81ed42dc61dcb3b045afd437562c3ee1ec58a,,23.0,20.0,4.0,3092.0,449.0,1.0,master,3.0,1.0,2018-02-05T15:00:10Z,416.0,2017-10-17T09:20:11Z,1.0,50.0,1.0,2017-12-14T10:16:14Z,4.0,28.0,4.0,True,16.0,41.0,1.0,16.0,143.0,233.0,,969.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,
7.0,2.0,2015-02-16T09:36:36Z,7.0,,142.0,Java,svn2github/cpntools-accesscpn,0.0,2.0,7.0,,0.0,,0.0,,done,505.0,,93.0,0.0,7.0,7.0,7.0,4fb6c0303e729ce738b73f092a3c008dbc3f95e0,,,18.0,,113436.0,753.0,7.0,master,,1.0,2015-02-16T09:19:08Z,647.0,2014-08-07T17:52:10Z,2.0,93.0,,2016-07-28T08:57:02Z,,93.0,9.0,True,60.0,100.0,1.0,34.0,385.0,579.0,,860.0,2.0,7.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2017-07-28T10:20:45Z,1.0,,167.0,Java,orcc/xronos,0.0,1.0,,1.0,0.0,,0.0,1.0,done,1241.0,9.0,11.0,0.0,1.0,1.0,1.0,d4ddb342990e18e29464527b33d7e3a98c7d8549,,10.0,0.0,1.0,17039.0,1420.0,1.0,master,1.0,1.0,2016-11-17T16:23:06Z,1408.0,2012-12-06T12:57:41Z,1.0,20.0,1.0,2018-02-19T23:30:10Z,1.0,11.0,3.0,True,33.0,14.0,1.0,25.0,994.0,1059.0,,1219.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-02-19T12:43:24Z,1.0,,27.0,Java,balazsgrill/openFurnitureTK,0.0,1.0,,1.0,0.0,,0.0,1.0,done,81.0,9.0,9.0,0.0,1.0,1.0,1.0,84b2be43848d3628c0c266277ff6885580f09833,,10.0,8.0,1.0,196.0,118.0,1.0,master,,1.0,2012-02-19T12:42:52Z,108.0,2011-11-20T16:36:46Z,1.0,18.0,1.0,2014-12-24T18:19:35Z,1.0,9.0,3.0,True,16.0,12.0,1.0,12.0,39.0,85.0,,610.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,
,2.0,2018-01-08T10:18:09Z,1.0,,36.0,Java,anthonyanjorin/fmde,0.0,0.0,1.0,,0.0,,0.0,,done,175.0,,3.0,0.0,1.0,,1.0,9bf35112548ae782221bf7fdb941f2087a675077,,,0.0,,8571.0,214.0,1.0,preparingCompleteSolution,,1.0,2018-01-08T10:18:07Z,211.0,2016-08-22T15:20:42Z,,3.0,,2017-08-25T15:07:44Z,,3.0,1.0,True,13.0,4.0,1.0,3.0,80.0,100.0,,656.0,2.0,1.0,13.0,,,,,,,,,,,,,,,,
2.0,2.0,2009-07-15T07:43:45Z,2.0,,114.0,Java,miquelrojascherto/bioclipse.qsar,0.0,2.0,,2.0,0.0,,0.0,2.0,done,506.0,38.0,43.0,0.0,2.0,2.0,2.0,18058e94fd01f6cf46713ebce18114b1bc7b6a64,,40.0,71.0,2.0,11501.0,666.0,2.0,master,2.0,1.0,2009-07-15T07:43:52Z,620.0,2009-07-18T18:06:29Z,2.0,81.0,2.0,2013-12-07T04:00:32Z,2.0,43.0,9.0,True,41.0,49.0,1.0,88.0,226.0,378.0,,969.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-07-24T19:52:09Z,1.0,,27.0,Java,saurav28/Eclipse-Training,0.0,1.0,,1.0,0.0,,0.0,1.0,done,68.0,15.0,15.0,0.0,1.0,1.0,1.0,4dfbe4b2bdcff12609e5ea501a7bb2b361635f54,,16.0,7.0,1.0,148.0,111.0,1.0,master,,1.0,2012-07-24T19:50:36Z,95.0,2012-07-24T19:34:45Z,1.0,30.0,1.0,2013-09-05T06:51:32Z,1.0,15.0,2.0,True,10.0,18.0,1.0,10.0,48.0,98.0,,641.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2016-06-16T11:31:53Z,1.0,,24.0,Java,patnan/papyrus_anatomy,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,5.0,5.0,0.0,1.0,1.0,1.0,121c7d6784a68efbfd0fc2d53338417ec90a9ed2,,6.0,3.0,1.0,48.0,72.0,1.0,master,,1.0,2016-06-16T11:31:53Z,66.0,2016-05-17T09:19:25Z,1.0,10.0,1.0,2017-04-27T11:29:10Z,1.0,5.0,1.0,True,15.0,8.0,1.0,11.0,19.0,52.0,,641.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
9.0,1.0,2017-12-08T09:56:44Z,13.0,2.0,501.0,Java,PalladioSimulator/Palladio-Addons-PerOpteryx,0.0,6.0,,13.0,0.0,,0.0,12.0,done,1480.0,138.0,141.0,0.0,13.0,9.0,9.0,0e36b5ae8c0d654bedb9507c827577bb124f97ec,,153.0,70.0,12.0,11477.0,2143.0,9.0,master,1.0,1.0,2017-06-12T08:52:33Z,1981.0,2017-06-01T13:59:35Z,6.0,279.0,2.0,2017-12-15T08:28:27Z,12.0,141.0,29.0,True,152.0,178.0,1.0,389.0,863.0,1413.0,,1547.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2018-02-13T17:01:30Z,1.0,,13.0,TeX,dsevilla/jisbd17-nosql,0.0,1.0,1.0,,0.0,,0.0,,done,67.0,,3.0,0.0,1.0,1.0,1.0,0cd28ae187f9eeab21dc1485d9f972c0107c87f9,,,0.0,,15074.0,84.0,1.0,master,,1.0,2018-02-13T17:01:30Z,80.0,2017-07-12T17:46:03Z,1.0,3.0,1.0,2017-09-26T23:08:06Z,,3.0,1.0,True,5.0,4.0,1.0,1.0,,14.0,,1026.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
2.0,1.0,2015-01-06T15:02:07Z,53.0,,71.0,Java,VitoInfinito/moodels,0.0,1.0,53.0,,0.0,,0.0,,done,194.0,,167.0,0.0,53.0,2.0,3.0,bbc06fcb7762df46bbcfd90cff4fb4768e7f670a,,,0.0,,16596.0,486.0,2.0,master,,1.0,2015-01-06T15:01:57Z,265.0,2014-11-04T13:57:45Z,1.0,167.0,1.0,2015-11-11T12:55:55Z,,167.0,2.0,True,23.0,220.0,1.0,7.0,116.0,369.0,,939.0,1.0,53.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-03-12T18:53:32Z,1.0,,10.0,Java,lmcalvs/modelSamples,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,10.0,12.0,0.0,1.0,1.0,1.0,29334f61c74236f4a22178d827eda8d518ad1a57,,11.0,12.0,1.0,144.0,65.0,1.0,master,1.0,1.0,2012-03-12T18:22:44Z,52.0,2012-03-12T18:48:08Z,1.0,22.0,1.0,2013-10-24T03:21:17Z,1.0,12.0,1.0,True,10.0,15.0,1.0,3.0,28.0,68.0,,656.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
9.0,1.0,2011-09-30T17:54:07Z,9.0,,178.0,Java,sarobenalt/cdo_server_defs_prototype,0.0,9.0,,9.0,0.0,,0.0,9.0,done,530.0,60.0,59.0,0.0,9.0,9.0,9.0,4f8edf5ddefca9ae7b843547fd426f0e8331d8fe,,68.0,6.0,9.0,408.0,784.0,9.0,master,,1.0,2011-09-30T17:53:07Z,708.0,2011-09-26T23:56:15Z,9.0,119.0,9.0,2013-10-19T23:34:22Z,9.0,59.0,10.0,True,61.0,86.0,1.0,47.0,255.0,509.0,,766.0,1.0,9.0,0.0,,,,,,,,,,,,,,,,
8.0,1.0,2015-08-13T07:55:09Z,17.0,8.0,195.0,Java,markus1978/tef,0.0,8.0,12.0,5.0,0.0,,0.0,4.0,done,1304.0,230.0,564.0,0.0,17.0,8.0,11.0,38bfc24dc64822b7b3ed74e41f85b3a8c10c1955,,382.0,34.0,4.0,6901.0,2087.0,11.0,master,3.0,1.0,2015-08-13T07:51:37Z,1499.0,2014-10-21T12:13:17Z,8.0,794.0,8.0,2017-03-23T13:53:29Z,4.0,564.0,11.0,True,63.0,589.0,1.0,73.0,946.0,1877.0,,1051.0,1.0,17.0,1.0,,,,,,,,,,,,,,,,
,1.0,2016-12-20T16:47:04Z,26.0,,40.0,Assembly,e-motions/emotions-plugin,0.0,0.0,26.0,,0.0,,0.0,,done,118.0,,436.0,0.0,26.0,,8.0,0fb0c98376b0a7f1ae2713d58ed99e680188e751,,,0.0,,9324.0,619.0,8.0,master,,1.0,2016-12-20T16:47:02Z,158.0,2016-03-17T11:42:32Z,,436.0,,2017-06-19T22:01:15Z,,436.0,1.0,True,27.0,462.0,1.0,11.0,46.0,545.0,,844.0,1.0,26.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2011-08-19T06:52:42Z,1.0,,108.0,Java,loic-fejoz/QuizzTools,0.0,1.0,,1.0,0.0,,0.0,1.0,done,176.0,5.0,5.0,0.0,1.0,1.0,1.0,adfc8d49501d08cf1dd75759e7f53e801146e8f2,,6.0,8.0,1.0,644.0,290.0,1.0,master,,1.0,2011-08-19T06:52:25Z,284.0,2011-08-17T09:21:45Z,1.0,10.0,1.0,2013-11-05T07:44:12Z,1.0,5.0,11.0,True,41.0,8.0,1.0,61.0,68.0,147.0,,843.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-07-12T12:14:25Z,1.0,,14.0,Java,Yves-T/EMF_JFace_databinding,0.0,1.0,,1.0,0.0,,0.0,1.0,done,27.0,2.0,2.0,0.0,1.0,1.0,1.0,bdfa1a4432e473547390a0a7638a63eba3ea306c,,3.0,4.0,1.0,104.0,44.0,1.0,master,,1.0,2012-07-12T12:12:37Z,41.0,2012-07-12T11:58:50Z,1.0,4.0,1.0,2014-03-01T08:33:56Z,1.0,2.0,1.0,True,4.0,5.0,1.0,8.0,18.0,34.0,,594.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2011-11-10T20:39:45Z,2.0,,26.0,Java,pgillich/CannyCad,0.0,1.0,2.0,,0.0,,0.0,,done,32.0,,10.0,0.0,2.0,1.0,1.0,1c0c121b1f6b2d81e3f74c31f7c1e7b38bfd3c79,,,0.0,,6232.0,70.0,1.0,master,,1.0,2011-11-10T20:36:17Z,58.0,2011-10-30T23:44:04Z,1.0,10.0,1.0,2013-11-25T11:30:19Z,,10.0,2.0,True,9.0,12.0,1.0,9.0,9.0,37.0,,906.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,
2.0,1.0,2013-08-13T11:56:47Z,2.0,,123.0,Java,paissad/waqtsalat-eclipse-plugin,0.0,2.0,,2.0,0.0,,0.0,2.0,done,512.0,,11.0,0.0,2.0,2.0,2.0,db40ba2f8477b80482b7f49f51a372b1a50a4eff,,2.0,4.0,2.0,33616.0,649.0,2.0,master,2.0,1.0,2013-08-11T12:41:19Z,635.0,2013-07-22T06:40:02Z,2.0,11.0,2.0,2013-11-04T00:51:34Z,2.0,11.0,10.0,True,52.0,17.0,1.0,27.0,93.0,188.0,,1141.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2011-06-01T20:22:08Z,1.0,,47.0,Java,markoalas/eclipse-hta,0.0,1.0,,1.0,0.0,,0.0,1.0,done,171.0,5.0,5.0,0.0,1.0,1.0,1.0,92aea30c301d767bfbfe2a152f99106c25ba867e,,6.0,7.0,1.0,29360.0,224.0,1.0,master,,1.0,2011-06-01T20:22:02Z,218.0,2011-03-24T17:32:37Z,1.0,10.0,1.0,2014-04-20T22:28:58Z,1.0,5.0,3.0,True,11.0,8.0,1.0,12.0,99.0,132.0,,1109.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,1.0,2012-07-04T07:10:14Z,2.0,2.0,12.0,Java,daumproject/daum-model,0.0,2.0,,2.0,0.0,,0.0,1.0,done,160.0,33.0,66.0,0.0,2.0,2.0,2.0,81ce9edb5ab1828d8f13a839e9c26f5010648d54,,68.0,36.0,1.0,240.0,241.0,2.0,master,,1.0,2012-07-04T07:10:01Z,172.0,2012-07-03T12:47:00Z,2.0,99.0,2.0,2013-10-17T16:16:52Z,1.0,66.0,1.0,True,9.0,70.0,1.0,2.0,72.0,192.0,,647.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-12-01T19:48:09Z,1.0,,48.0,Java,ridz1208/DemocDSL_ECSE539-Project,0.0,1.0,,1.0,0.0,,0.0,1.0,done,89.0,5.0,5.0,0.0,1.0,1.0,1.0,31f9daacfc9fdf79865cd0fab783b0c28261194e,,6.0,5.0,1.0,1253.0,143.0,1.0,master,,1.0,2015-12-01T19:47:50Z,137.0,2015-11-18T02:01:07Z,1.0,10.0,1.0,2015-12-01T23:14:37Z,1.0,5.0,3.0,True,12.0,8.0,1.0,11.0,40.0,74.0,,844.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
