http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,http://org.softlang.com/Xtext,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count,exception_in_process,http://org.softlang.com/Emfatic,http://org.softlang.com/QVTo,http://org.softlang.com/Acceleo,http://org.softlang.com/Sirius,http://org.softlang.com/GMF,http://org.softlang.com/Xpand,http://org.softlang.com/JET,http://org.softlang.com/ATL,http://org.softlang.com/IncQuery,http://org.softlang.com/OCL,http://org.softlang.com/EOL,http://org.softlang.com/Xcore,http://org.softlang.com/Eugenia,http://org.softlang.com/EVL,http://org.softlang.com/EGL
1.0,3.0,2015-10-04T14:17:43Z,1.0,,80.0,Java,FAMILIAR-project/VM-language,0.0,1.0,,1.0,0.0,,0.0,1.0,done,309.0,101.0,101.0,0.0,1.0,1.0,1.0,0a2409e6d2d44abe50822d72b546bb1690909982,,102.0,35.0,1.0,716.0,491.0,1.0,master,,1.0,2015-10-04T14:17:43Z,389.0,2014-11-27T13:35:53Z,1.0,202.0,,2016-06-13T23:42:16Z,1.0,101.0,3.0,True,23.0,104.0,1.0,28.0,231.0,468.0,1,719,3.0,1.0,2.0,,,,,,,,,,,,,,,,
2.0,3.0,2012-03-29T15:02:12Z,2.0,2.0,98.0,Java,tigergui1990/MongoEMF-query-engine,0.0,2.0,,2.0,0.0,,0.0,1.0,done,196.0,15.0,50.0,0.0,2.0,2.0,2.0,4d1d58d496ceff8e32f887c39467cecfee7c6eb5,,32.0,4.0,1.0,2508.0,347.0,2.0,master,2.0,1.0,2012-03-29T15:01:04Z,294.0,2012-03-16T08:20:13Z,2.0,65.0,,2014-07-02T23:05:07Z,1.0,50.0,3.0,True,15.0,54.0,1.0,33.0,68.0,164.0,2,703,3.0,2.0,1.0,,,,,,,,,,,,,,,,
1.0,3.0,2011-01-30T06:22:50Z,1.0,,112.0,Java,gijs/applitude,0.0,1.0,,1.0,0.0,,0.0,1.0,done,472.0,47.0,47.0,0.0,1.0,1.0,1.0,5a60aab43beb9a1da6deb8b804170e1dd0409327,,48.0,15.0,1.0,8529.0,632.0,1.0,master,,1.0,2011-01-30T06:22:30Z,584.0,2011-01-30T14:26:56Z,1.0,94.0,,2013-10-09T02:24:36Z,1.0,47.0,4.0,True,27.0,50.0,1.0,41.0,141.0,276.0,1,817,3.0,1.0,4.0,,,,,,,2,,,,,,,,,
1.0,3.0,2015-01-26T19:49:36Z,2.0,,97.0,Java,SINTEF-9012/cloudml-dsl,0.0,1.0,,2.0,0.0,,0.0,2.0,done,211.0,33.0,33.0,0.0,2.0,1.0,1.0,be3525b3af369b760563bed38d08d3bca074111b,,35.0,3.0,2.0,4416.0,343.0,1.0,master,,1.0,2015-01-26T19:49:28Z,308.0,2014-07-04T14:09:08Z,1.0,66.0,1.0,2015-04-08T07:47:17Z,2.0,33.0,3.0,True,17.0,39.0,1.0,35.0,112.0,210.0,1,750,3.0,2.0,0.0,,,,,,,,,,,,,,,,
4.0,3.0,2017-07-07T08:28:08Z,261.0,251.0,294.0,Java,SvenPeldszus/rgse.ttc17.emoflon.tgg,0.0,3.0,13.0,248.0,0.0,,0.0,71.0,done,4338.0,1312.0,4989.0,0.0,261.0,4.0,16.0,8d20d045427451b84eccd8a24e2914f6b6124e2b,,4916.0,164.0,71.0,67529.0,9885.0,10.0,master,20.0,1.0,2017-07-07T08:27:24Z,4632.0,2017-05-17T08:57:22Z,4.0,6301.0,4.0,2018-02-02T15:35:34Z,71.0,4989.0,7.0,True,1267.0,5392.0,1.0,46.0,3004.0,11013.0,,8474,3.0,261.0,0.0,,,,,,,,,,,,,,,,
"",3.0,2015-05-22T13:22:08Z,,,248.0,JavaScript,wushexu/jbpm-designer,0.0,0.0,,,0.0,,0.0,,done,1741.0,,,0.0,,,,efd1af113743dfc29dcec9964995148bbed49bfc,,,1.0,,5236.0,1988.0,0.0,master,,1.0,2015-05-22T13:22:07Z,1989.0,2015-05-22T12:24:45Z,,,,2017-08-31T09:43:10Z,,,1.0,True,56.0,,1.0,,110.0,168.0,,1437,3.0,,3.0,,,,,,,,,,,,,,,,
2.0,3.0,2011-11-30T15:20:02Z,2.0,,48.0,Java,coconutpalm/emf-prevayler,0.0,2.0,,2.0,0.0,,0.0,2.0,done,164.0,4.0,5.0,0.0,2.0,2.0,2.0,d9eb3a7e19165165d2c325ec43f0bdce6d71e4c1,,6.0,6.0,2.0,236.0,220.0,2.0,master,1.0,1.0,2011-11-27T02:12:49Z,212.0,2011-10-30T00:29:47Z,2.0,9.0,2.0,2016-09-02T13:20:38Z,2.0,5.0,3.0,True,14.0,11.0,1.0,12.0,135.0,176.0,,609,3.0,2.0,0.0,,,,,,,,,,,,,,,,
"",3.0,2012-09-23T14:11:20Z,13.0,,37.0,C,balazsgrill/hobbyelectronics,0.0,0.0,13.0,,0.0,,0.0,,done,187.0,,39.0,0.0,13.0,,2.0,e6ae54e6a6bd09e865f2edbf0b58047eb212c023,,,0.0,,1928.0,275.0,2.0,master,,1.0,2012-09-23T14:06:42Z,224.0,2012-01-23T14:56:06Z,,39.0,,2016-05-23T04:38:49Z,,39.0,1.0,True,27.0,52.0,1.0,3.0,,83.0,,859,3.0,13.0,8.0,,,,,,,,,,,,,,,,
1.0,3.0,2017-12-10T03:33:41Z,1.0,,146.0,Java,hishidama/xtext-dmdl-editor,0.0,1.0,,1.0,0.0,,0.0,1.0,done,453.0,35.0,35.0,0.0,1.0,1.0,1.0,63fb73273281364f714ddfc8dc07c6628cb1be57,,36.0,31.0,1.0,71362.0,635.0,1.0,master,,1.0,2017-12-10T03:33:15Z,599.0,2013-08-19T13:15:17Z,1.0,70.0,,2017-02-21T04:05:04Z,1.0,35.0,3.0,True,19.0,38.0,1.0,46.0,368.0,469.0,2,906,3.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,3.0,2017-02-02T13:41:02Z,2.0,,55.0,Java,bioclipse/bioclipse.hivdrc,0.0,2.0,,2.0,0.0,,0.0,2.0,done,151.0,16.0,16.0,0.0,2.0,2.0,2.0,5ef46427e23d95d56ea604402d0702ba1ba141e4,,18.0,32.0,2.0,2281.0,225.0,2.0,master,,1.0,2017-01-26T12:56:01Z,206.0,2010-08-11T08:13:27Z,2.0,32.0,2.0,2017-02-02T13:41:01Z,2.0,16.0,4.0,True,31.0,22.0,1.0,41.0,75.0,158.0,,750,3.0,2.0,2.0,,,,,,,,,,,,,,,,
1.0,3.0,2012-10-09T19:48:54Z,1.0,,55.0,Java,Blimster/three4g.wdl,0.0,1.0,,1.0,0.0,,0.0,1.0,done,88.0,12.0,12.0,0.0,1.0,1.0,1.0,763c88368ec2495e1a6853640a42294234943523,,13.0,11.0,1.0,1618.0,156.0,1.0,master,,1.0,2012-10-09T19:48:35Z,143.0,2012-03-18T19:25:52Z,1.0,24.0,,2013-11-08T16:05:40Z,1.0,12.0,2.0,True,12.0,15.0,1.0,23.0,58.0,104.0,1,749,3.0,1.0,4.0,,,,,,,,,,,,,,,,
"",3.0,2010-07-02T17:07:03Z,1.0,,37.0,0,meysholdt/e4dsl,0.0,0.0,1.0,,0.0,,0.0,,done,50.0,,33.0,0.0,1.0,,1.0,daaa5782b2e74947bf5311462402262e57dc1533,,,0.0,,157.0,120.0,1.0,master,,1.0,2010-07-02T17:04:00Z,87.0,2010-07-02T14:04:13Z,,33.0,,2017-08-08T14:08:19Z,,33.0,2.0,True,10.0,34.0,1.0,29.0,22.0,71.0,1,641,3.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-06-07T12:25:33Z,1.0,,100.0,Java,hckkid/my-eTrice-work,0.0,1.0,,1.0,0.0,,0.0,1.0,done,262.0,25.0,19.0,0.0,1.0,1.0,1.0,1ff20ff8ba95e31ab33befc35b6314b0f80280d9,,20.0,20.0,1.0,9819.0,382.0,1.0,master,,1.0,2012-06-07T12:23:45Z,362.0,2012-03-09T17:25:42Z,1.0,44.0,,2013-10-07T13:29:27Z,1.0,19.0,3.0,True,34.0,22.0,1.0,32.0,78.0,168.0,1,938,2.0,1.0,1.0,,,,,,,,,,,,,,,,
"",2.0,2018-01-08T10:18:09Z,1.0,,36.0,Java,anthonyanjorin/fmde,0.0,0.0,1.0,,0.0,,0.0,,done,175.0,,3.0,0.0,1.0,,1.0,9bf35112548ae782221bf7fdb941f2087a675077,,,0.0,,8571.0,214.0,1.0,preparingCompleteSolution,,1.0,2018-01-08T10:18:07Z,211.0,2016-08-22T15:20:42Z,,3.0,,2017-08-25T15:07:44Z,,3.0,1.0,True,13.0,4.0,1.0,3.0,80.0,100.0,,656,2.0,1.0,13.0,,,,,,,,,,,,,,,,
5.0,2.0,2015-06-19T14:34:16Z,5.0,,587.0,Java,benedekh/gomrp,0.0,5.0,,5.0,0.0,,0.0,5.0,done,887.0,74.0,74.0,0.0,5.0,5.0,5.0,a46a256a20197537cee5a8b20b457efb93a9d26c,,79.0,34.0,5.0,35864.0,1557.0,5.0,master,,1.0,2015-06-19T14:33:59Z,1474.0,2015-06-13T18:45:35Z,5.0,148.0,3.0,2017-12-06T09:11:41Z,5.0,74.0,29.0,True,123.0,89.0,1.0,206.0,370.0,729.0,2,1672,2.0,5.0,2.0,,,,,1,,,,,4,,,,,,
1.0,2.0,2011-07-28T15:59:13Z,1.0,,56.0,Java,mzaks/petrinet_dsl,0.0,1.0,,1.0,0.0,,0.0,1.0,done,87.0,8.0,8.0,0.0,1.0,1.0,1.0,3396aec8b63032bc7b6d6637487ac7b5179e6b70,,9.0,8.0,1.0,184.0,152.0,1.0,master,,1.0,2011-07-28T15:59:04Z,143.0,2011-07-17T11:45:06Z,1.0,16.0,,2015-03-22T07:00:44Z,1.0,8.0,3.0,True,14.0,11.0,1.0,31.0,57.0,99.0,1,781,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-02-19T12:43:24Z,1.0,,27.0,Java,balazsgrill/openFurnitureTK,0.0,1.0,,1.0,0.0,,0.0,1.0,done,81.0,9.0,9.0,0.0,1.0,1.0,1.0,84b2be43848d3628c0c266277ff6885580f09833,,10.0,8.0,1.0,196.0,118.0,1.0,master,,1.0,2012-02-19T12:42:52Z,108.0,2011-11-20T16:36:46Z,1.0,18.0,1.0,2014-12-24T18:19:35Z,1.0,9.0,3.0,True,16.0,12.0,1.0,12.0,39.0,85.0,,610,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2017-09-29T09:09:48Z,1.0,,73.0,Java,llmhyy/MICoDE,0.0,1.0,,1.0,0.0,,0.0,1.0,done,402.0,16.0,14.0,0.0,1.0,1.0,1.0,73d3220e0e3b5c1f07b65fc9d434b0ec3190e1a2,,15.0,6.0,1.0,8140.0,490.0,1.0,master,,1.0,2017-09-29T09:09:47Z,475.0,2016-10-19T05:18:45Z,1.0,30.0,1.0,2017-12-30T07:14:28Z,1.0,14.0,3.0,True,19.0,17.0,1.0,38.0,278.0,339.0,,828,2.0,1.0,0.0,,,,,,2,,,,,,,,,,
1.0,2.0,2012-03-06T14:13:27Z,1.0,,27.0,Java,sbegaudeau/Backbone-Generation,0.0,1.0,,1.0,0.0,,0.0,1.0,done,57.0,14.0,12.0,0.0,1.0,1.0,1.0,0b3cee906e7f2905a174ec4887c41071073f60db,,12.0,6.0,1.0,128.0,97.0,1.0,master,1.0,1.0,2012-03-06T14:13:02Z,84.0,2012-02-28T09:39:27Z,1.0,26.0,1.0,2013-10-07T03:10:56Z,1.0,12.0,2.0,True,7.0,15.0,1.0,14.0,36.0,79.0,,641,2.0,1.0,1.0,,,,7,,,,,,,,,,,,
1.0,2.0,2017-08-02T21:56:36Z,1.0,,251.0,Java,fatalerrortan/Xtext_Xtend_HTML_Generator,0.0,1.0,,1.0,0.0,,0.0,1.0,done,390.0,12.0,12.0,0.0,1.0,1.0,1.0,4236792eef680a0516a1df4eeea0a7d652cb3843,,13.0,12.0,1.0,15231.0,654.0,1.0,master,,1.0,2017-08-02T21:56:16Z,641.0,2017-04-20T21:25:12Z,1.0,24.0,,2017-05-07T19:57:32Z,1.0,12.0,5.0,True,41.0,15.0,1.0,35.0,63.0,144.0,3,1062,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-10-07T14:22:38Z,1.0,,165.0,Java,Gelik/Wissenheit,0.0,1.0,1.0,,0.0,,0.0,,done,308.0,,,0.0,1.0,1.0,1.0,11906f310d535d4c078c11dcb8abb1075884c555,,,0.0,,16592.0,474.0,0.0,master,,1.0,2012-10-02T12:57:43Z,473.0,2012-06-16T10:48:56Z,1.0,,,2013-12-06T13:37:42Z,,,1.0,True,211.0,1.0,1.0,1.0,24.0,241.0,,938,2.0,1.0,0.0,,,,,,1,,,,,,,,,,
1.0,2.0,2016-05-18T07:28:20Z,1.0,,155.0,Xtend,xpomul/cdo-xtext,0.0,1.0,,1.0,0.0,,0.0,1.0,done,194.0,6.0,6.0,0.0,1.0,1.0,1.0,fe02f95fc8cd9104816396884aaad2725b75c81e,,7.0,0.0,1.0,166.0,356.0,1.0,master,,1.0,2016-05-18T07:28:20Z,349.0,2014-01-23T14:56:18Z,1.0,12.0,1.0,2016-10-17T01:29:16Z,1.0,6.0,9.0,True,33.0,9.0,1.0,70.0,57.0,126.0,1,672,2.0,1.0,5.0,,,,,,,,,,,,,,,,
1.0,2.0,2017-07-28T10:20:45Z,1.0,,167.0,Java,orcc/xronos,0.0,1.0,,1.0,0.0,,0.0,1.0,done,1241.0,9.0,11.0,0.0,1.0,1.0,1.0,d4ddb342990e18e29464527b33d7e3a98c7d8549,,10.0,0.0,1.0,17039.0,1420.0,1.0,master,1.0,1.0,2016-11-17T16:23:06Z,1408.0,2012-12-06T12:57:41Z,1.0,20.0,1.0,2018-02-19T23:30:10Z,1.0,11.0,3.0,True,33.0,14.0,1.0,25.0,994.0,1059.0,,1219,2.0,1.0,0.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
7.0,2.0,2015-02-16T09:36:36Z,7.0,,142.0,Java,svn2github/cpntools-accesscpn,0.0,2.0,7.0,,0.0,,0.0,,done,505.0,,93.0,0.0,7.0,7.0,7.0,4fb6c0303e729ce738b73f092a3c008dbc3f95e0,,,18.0,,113436.0,753.0,7.0,master,,1.0,2015-02-16T09:19:08Z,647.0,2014-08-07T17:52:10Z,2.0,93.0,,2016-07-28T08:57:02Z,,93.0,9.0,True,60.0,100.0,1.0,34.0,385.0,579.0,,860,2.0,7.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2014-05-12T12:20:09Z,1.0,,103.0,Java,rasmusgreve/questionaire,0.0,1.0,,1.0,0.0,,0.0,1.0,done,209.0,13.0,13.0,0.0,1.0,1.0,1.0,332f0c5420870e71972c48c56adb473681c0cb1f,,14.0,5.0,1.0,1108.0,326.0,1.0,master,,1.0,2014-05-12T12:20:05Z,312.0,2014-03-12T17:09:35Z,1.0,26.0,1.0,2014-05-12T12:20:10Z,1.0,13.0,7.0,True,43.0,16.0,1.0,43.0,92.0,181.0,1,734,2.0,1.0,1.0,,,,,,,,,,,,,,,,
4.0,2.0,2017-09-28T09:35:03Z,11.0,,163.0,Java,tetrabox/minitl,0.0,4.0,4.0,7.0,0.0,,0.0,7.0,done,391.0,84.0,85.0,0.0,11.0,4.0,8.0,4dfaef36b350a8e344d8b11a663a551f293a9a72,,82.0,25.0,7.0,1001.0,653.0,8.0,master,2.0,1.0,2017-09-28T09:34:50Z,554.0,2016-09-23T15:03:39Z,4.0,169.0,1.0,2017-03-14T09:28:19Z,7.0,85.0,11.0,True,49.0,110.0,1.0,86.0,249.0,530.0,1,813,2.0,11.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2018-02-05T15:00:59Z,5.0,,98.0,Java,kametarou/Software-Engineering,0.0,1.0,1.0,4.0,0.0,,0.0,4.0,done,318.0,22.0,28.0,0.0,5.0,1.0,1.0,16a81ed42dc61dcb3b045afd437562c3ee1ec58a,,23.0,20.0,4.0,3092.0,449.0,1.0,master,3.0,1.0,2018-02-05T15:00:10Z,416.0,2017-10-17T09:20:11Z,1.0,50.0,1.0,2017-12-14T10:16:14Z,4.0,28.0,4.0,True,16.0,41.0,1.0,16.0,143.0,233.0,,969,2.0,5.0,0.0,,,,,,,,,,,,,,,,
"",2.0,2012-02-11T20:24:08Z,1.0,,11.0,VHDL,msis/metaCompo,0.0,0.0,1.0,,0.0,,0.0,,done,25.0,,7.0,0.0,1.0,,1.0,e659ccac02f28ac8e6bb21728051cb51b2dddabf,,,0.0,,96.0,43.0,1.0,master,,1.0,2012-02-11T20:22:31Z,36.0,2012-02-11T19:47:41Z,,7.0,,2013-10-05T22:27:55Z,,7.0,1.0,True,13.0,8.0,1.0,1.0,,24.0,,625,2.0,1.0,0.0,,,,,,,,,,,,,,,,
5.0,2.0,2012-05-17T13:12:56Z,5.0,,15.0,0,csurgotamas/EMF-IncQuery-Example,0.0,3.0,5.0,,0.0,,0.0,,done,19.0,,83.0,0.0,5.0,5.0,5.0,a8faf312334c4b4824433238ce5b6f6b01a16284,,,0.0,,210.0,126.0,5.0,master,,1.0,2012-05-17T13:04:28Z,34.0,2012-03-12T13:18:10Z,3.0,79.0,3.0,2013-10-01T11:09:12Z,,79.0,1.0,True,13.0,82.0,1.0,4.0,,116.0,,688,2.0,3.0,0.0,,,,,,,,,,1,,,,,,
3.0,2.0,2018-01-30T09:27:50Z,12.0,,91.0,Java,Adomat/egg,0.0,3.0,12.0,,0.0,,0.0,,done,214.0,,67.0,0.0,12.0,3.0,3.0,3ab2240f96fa10b35daf54ef56ad72ba4d413ec5,,,0.0,,24117.0,386.0,3.0,master,,1.0,2018-01-30T09:27:21Z,305.0,2017-12-15T19:28:02Z,3.0,67.0,3.0,2018-01-10T13:24:50Z,,67.0,6.0,True,27.0,79.0,1.0,59.0,47.0,174.0,1,1094,2.0,12.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2010-09-23T16:45:21Z,1.0,,107.0,0,sreiterer/mylyn-reviews-scm-integration,0.0,1.0,,1.0,0.0,,0.0,1.0,done,313.0,4.0,8.0,0.0,1.0,1.0,1.0,437426f1c964be81ab59149740d5b3f21bec2855,,5.0,0.0,1.0,248.0,429.0,1.0,master,1.0,1.0,2010-09-23T16:42:50Z,420.0,2010-09-23T07:34:56Z,1.0,12.0,1.0,2014-02-25T03:08:01Z,1.0,8.0,3.0,True,20.0,11.0,1.0,29.0,85.0,129.0,,703,2.0,1.0,1.0,,,,,,,,,,,,,,,,
2.0,2.0,2009-07-15T07:43:45Z,2.0,,114.0,Java,miquelrojascherto/bioclipse.qsar,0.0,2.0,,2.0,0.0,,0.0,2.0,done,506.0,38.0,43.0,0.0,2.0,2.0,2.0,18058e94fd01f6cf46713ebce18114b1bc7b6a64,,40.0,71.0,2.0,11501.0,666.0,2.0,master,2.0,1.0,2009-07-15T07:43:52Z,620.0,2009-07-18T18:06:29Z,2.0,81.0,2.0,2013-12-07T04:00:32Z,2.0,43.0,9.0,True,41.0,49.0,1.0,88.0,226.0,378.0,,969,2.0,2.0,4.0,,,,,,,,,,,,,,,,
1.0,2.0,2010-11-17T19:11:55Z,1.0,,28.0,Java,NicolasR/CAR,0.0,1.0,,1.0,0.0,,0.0,1.0,done,122.0,32.0,32.0,0.0,1.0,1.0,1.0,d6cf88760e231f9966490682d2580cabbaa9651d,,33.0,0.0,1.0,496.0,183.0,1.0,master,,1.0,2010-11-17T19:11:30Z,150.0,2010-11-13T17:51:50Z,1.0,64.0,1.0,2013-12-18T11:16:16Z,1.0,32.0,1.0,True,21.0,35.0,1.0,4.0,70.0,163.0,,609,2.0,1.0,0.0,,,,,,1,,,,,,,,,,
"",2.0,2017-03-14T10:42:18Z,1.0,,39.0,Java,IDragonfire/fmde,0.0,0.0,1.0,,0.0,,0.0,,done,187.0,,3.0,0.0,1.0,,1.0,b44be8ecbabe1f3e866f14df9afd91093e3e1c4d,,,0.0,,156.0,229.0,1.0,preparingCompleteSolution,,1.0,2017-01-23T15:16:18Z,226.0,2016-10-16T14:02:24Z,,3.0,,2017-01-09T21:32:44Z,,3.0,1.0,True,13.0,4.0,1.0,3.0,93.0,113.0,,641,2.0,1.0,2.0,,,,,,,,,,,,,,,,
1.0,2.0,2016-02-11T15:38:48Z,1.0,,53.0,Java,NZR/SPLR-FEVER-Tool,0.0,1.0,,1.0,0.0,,0.0,1.0,done,219.0,20.0,18.0,0.0,1.0,1.0,1.0,718f978d077621e0d917088fd770bff17d8011f7,,19.0,15.0,1.0,23043.0,291.0,1.0,master,,1.0,2016-02-11T15:38:20Z,272.0,2016-02-11T15:34:54Z,1.0,38.0,1.0,2017-11-30T17:31:25Z,1.0,18.0,1.0,True,15.0,21.0,1.0,2.0,104.0,165.0,,1109,2.0,1.0,2.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
1.0,2.0,2014-03-25T10:58:58Z,1.0,,56.0,Java,mbarbero/econ-na-2014-emf-edit,0.0,1.0,,1.0,0.0,,0.0,1.0,done,107.0,15.0,15.0,0.0,1.0,1.0,1.0,c0efffeb3926b4c3ccda6e2b83ab124b53121438,,16.0,6.0,1.0,11448.0,179.0,1.0,master,,1.0,2014-03-25T10:58:57Z,163.0,2014-03-25T08:33:09Z,1.0,30.0,1.0,2016-01-31T15:59:04Z,1.0,15.0,4.0,True,12.0,18.0,1.0,16.0,55.0,111.0,,672,2.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,2.0,2011-06-06T21:34:02Z,5.0,,62.0,Java,abelhegedus/Magic-Collection-Builder,0.0,1.0,1.0,4.0,0.0,,0.0,4.0,done,200.0,24.0,24.0,0.0,5.0,2.0,2.0,f650504fe20c3a150c06ddc61e61065b4dffc3e5,,28.0,4.0,4.0,1580.0,292.0,2.0,master,,1.0,2011-06-06T21:33:24Z,262.0,2011-04-07T20:17:56Z,1.0,48.0,1.0,2014-12-30T13:09:41Z,4.0,24.0,3.0,True,14.0,37.0,1.0,21.0,87.0,173.0,,719,2.0,5.0,1.0,,,,,,,,,,,,,,,,
"",2.0,2014-07-31T20:49:38Z,6.0,,155.0,XSLT,NIEM-UML/NIEM-UML-3,0.0,0.0,6.0,,0.0,,0.0,,done,1553.0,,158.0,0.0,6.0,,6.0,af1b3fec49acec014262df754bda96768654edb0,,,0.0,,298588.0,1871.0,6.0,master,,1.0,2014-07-31T20:48:47Z,1708.0,2014-06-13T14:25:38Z,,158.0,,2014-08-11T12:00:51Z,,158.0,1.0,True,132.0,164.0,1.0,9.0,,304.0,,4047,2.0,6.0,0.0,,,30,12,,,,,,,,,,,,
"",2.0,2010-10-07T10:49:08Z,,,15.0,Java,JanKoehnlein/Xtext-Syntax-View,0.0,0.0,,,0.0,,0.0,,done,46.0,,,0.0,,,,cdd5a575300c9e937133552aa7129276c7e12586,,,1.0,,196.0,60.0,0.0,master,,1.0,2010-10-07T10:48:53Z,61.0,2010-08-29T14:44:04Z,,,,2013-10-13T20:01:59Z,,,1.0,True,3.0,,1.0,10.0,37.0,42.0,,610,2.0,,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2013-10-12T20:53:29Z,1.0,,103.0,Java,sarquah/iBONText,0.0,1.0,,1.0,0.0,,0.0,1.0,done,614.0,30.0,26.0,0.0,1.0,1.0,1.0,76edc21b06e9174ca4ce182b39b9bdd8e6606d2c,,27.0,15.0,1.0,1836.0,744.0,1.0,master,,1.0,2013-09-10T12:30:17Z,717.0,2013-07-22T10:15:55Z,1.0,56.0,1.0,2013-10-12T20:53:32Z,1.0,26.0,7.0,True,27.0,29.0,1.0,49.0,445.0,548.0,,804,2.0,1.0,1.0,,,,,,,,2,,,,,,,,
2.0,2.0,2016-01-16T13:55:36Z,2.0,,85.0,Java,fabiostrocco/Swrtj,0.0,2.0,,2.0,0.0,,0.0,2.0,done,385.0,74.0,74.0,0.0,2.0,2.0,2.0,46b03282361fa4ce0eb86f4cffe5ace9915b36db,,76.0,27.0,2.0,3396.0,547.0,2.0,master,,1.0,2016-01-16T13:55:24Z,470.0,2016-01-16T13:46:57Z,2.0,148.0,1.0,2016-05-12T12:08:57Z,2.0,74.0,4.0,True,31.0,80.0,1.0,45.0,255.0,454.0,1,803,2.0,2.0,0.0,,,,,,,2,,,,,,,,,
1.0,2.0,2017-04-09T16:00:30Z,1.0,,89.0,Java,ioanaverebi/Sparrow,0.0,1.0,,1.0,0.0,,0.0,1.0,done,155.0,8.0,8.0,0.0,1.0,1.0,1.0,5e0a9921be0bf4076405d7834f995b09fe5fb462,,9.0,9.0,1.0,4529.0,253.0,1.0,master,,1.0,2017-04-09T16:00:22Z,244.0,2016-12-01T21:42:45Z,1.0,16.0,,2018-01-02T20:49:09Z,1.0,8.0,4.0,True,20.0,11.0,1.0,37.0,76.0,126.0,1,750,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2014-05-27T08:34:29Z,1.0,,116.0,Java,FAMILIAR-project/Tools4PCM,0.0,1.0,,1.0,0.0,,0.0,1.0,done,4414.0,30.0,30.0,0.0,1.0,1.0,1.0,010759e5063a1d5ad4809cb67cce477f1c306b7c,,31.0,7.0,1.0,141277.0,4561.0,1.0,master,,1.0,2014-05-16T12:43:00Z,4530.0,2014-05-27T08:32:46Z,1.0,60.0,1.0,2016-06-13T23:41:48Z,1.0,30.0,4.0,True,564.0,33.0,1.0,9.0,102.0,740.0,,7455,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2012-12-15T16:02:50Z,1.0,,43.0,Java,skratchdot/riff-wav-for-java,0.0,1.0,,1.0,0.0,,0.0,1.0,done,213.0,30.0,41.0,0.0,1.0,1.0,1.0,c94f2e8f7877a2935343d67ff683cee4a4015fc3,,31.0,16.0,1.0,436.0,298.0,1.0,master,1.0,1.0,2012-12-15T16:02:50Z,256.0,2010-12-19T20:12:41Z,1.0,71.0,1.0,2013-12-13T04:53:40Z,1.0,41.0,4.0,True,14.0,44.0,1.0,14.0,125.0,224.0,,672,2.0,1.0,1.0,,,,,,,,,,,,,,,,
